Name,Year Drafted,GP,MIN,PTS,FGM,FGA,3P Made,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,Last 5 Years?
Anthony Tucker,1994,62,15.8,3.9,1.5,3.4,0,0,0.8,1.3,0.7,2,2.7,1.1,0.7,0.2,0.9,0
B.J. Tyler,1994,55,14.7,3.5,1.3,3.4,0.3,0.9,0.6,0.9,0.2,0.9,1.1,3.2,0.7,0,1.8,0
Eric Mobley,1994,46,12.8,3.9,1.7,2.9,0,0,0.5,1,1.2,2.1,3.3,0.5,0.2,0.6,0.5,0
Jamie Watson,1994,60,11.2,3.3,1.3,2.5,0.1,0.3,0.6,0.9,0.3,1,1.2,1,0.6,0.2,0.8,0
Tony Dumas,1994,58,10.6,4.6,1.7,4.3,0.4,1.3,0.9,1.3,0.6,0.5,1.1,1,0.2,0.1,0.9,0
Dwayne Morton,1994,41,9.6,4.1,1.2,3.1,0.2,0.6,1.4,2.1,0.5,0.9,1.4,0.4,0.3,0.4,0.7,0
Darrin Hancock,1994,46,9.2,3.3,1.5,2.6,0,0.1,0.3,0.8,0.3,0.8,1.2,0.7,0.4,0.1,0.7,0
Tim Breaux,1994,42,8.1,3,1.1,2.9,0.1,0.6,0.8,1.2,0.4,0.4,0.8,0.4,0.3,0.1,0.4,0
Trevor Ruffin,1994,49,6.5,4.8,1.7,4,0.8,2,0.6,0.8,0.2,0.3,0.5,1,0.3,0,1,0
Brooks Thompson,1994,38,6.5,3.1,1.2,3,0.5,1.5,0.2,0.3,0.2,0.4,0.6,1.1,0.3,0.1,0.7,0
Grant Hill,1994,70,38.3,19.9,7.3,15.2,0.1,0.4,5.3,7.3,1.8,4.6,6.4,5,1.8,0.9,2.9,1
Juwan Howard,1994,65,36.1,17,7,14.3,0,0.1,3,4.5,2.8,5.6,8.4,2.5,0.8,0.2,2.5,1
Jason Kidd,1994,79,33.8,11.7,4.2,10.8,0.9,3.3,2.4,3.5,1.9,3.5,5.4,7.7,1.9,0.3,3.2,1
Lamond Murray,1994,81,31.6,14.1,5.4,13.5,0.8,2.7,2.5,3.3,1.6,2.7,4.4,1.6,0.9,0.7,2,1
Eddie Jones,1994,64,31,14,5.3,11.6,1.4,3.8,1.9,2.6,1.2,2.7,3.9,2,2,0.6,1.2,1
Eric Montross,1994,78,29.7,10,3.9,7.4,0,0,2.1,3.4,2.5,4.7,7.3,0.5,0.4,0.8,1.4,1
Donyell Marshall,1994,72,29,12.6,4.8,12.2,1,3.4,2,3.1,1.9,3.7,5.6,1.5,0.6,1.2,1.6,1
Brian Grant,1994,80,28.6,13.2,5.2,10.1,0,0.1,2.9,4.5,2.6,4.9,7.5,1.2,0.6,1.4,2,1
Wesley Person,1994,78,23.1,10.4,4,8.2,1.5,3.4,1,1.3,0.9,1.7,2.6,1.3,0.6,0.3,1,1
Jalen Rose,1994,81,22.2,8.2,2.8,6.2,0.4,1.4,2.1,2.9,0.7,2,2.7,4.8,0.8,0.3,2,1
Khalid Reeves,1994,67,21.8,9.2,3.1,6.9,1,2.6,2.1,2.9,0.8,2,2.8,4.3,1.1,0.1,2,1
Carlos Rogers,1994,49,20.8,8.9,3.7,6.9,0,0.3,1.6,3,2.2,3.5,5.7,0.8,0.5,1.1,1.7,1
Chris Childs,1994,53,19.3,5.8,2,5.3,0.8,2.4,1,1.4,0.3,1,1.3,4.1,0.8,0.1,1.4,1
Aaron McKie,1994,45,18.4,6.5,2.6,5.8,0.2,0.6,1.1,1.6,0.8,2.1,2.9,2,0.8,0.4,0.9,1
Greg Minor,1994,63,15,6,2.5,4.8,0,0.2,1,1.2,0.8,1.4,2.2,1,0.5,0.3,0.7,1
Eric Piatkowski,1994,81,14.9,7,2.5,5.6,0.9,2.4,1.1,1.4,0.8,0.9,1.6,1,0.5,0.2,0.8,1
Monty Williams,1994,41,12.3,3.3,1.5,3.2,0,0.2,0.4,0.9,1,1.4,2.4,1.2,0.5,0.1,1,1
Anthony Miller,1994,46,11.5,4.1,1.5,2.9,0,0.1,1,1.7,1.5,1.8,3.3,0.8,0.4,0.1,0.8,1
Howard Eisley,1994,49,11.3,2.4,0.8,2.5,0.2,0.8,0.6,0.8,0.2,0.7,1,1.9,0.4,0.1,1,1
Bill Curley,1994,53,11.2,2.7,1.1,2.5,0,0,0.5,0.7,1,1.3,2.3,0.5,0.4,0.4,0.5,1
Dickey Simpkins,1994,59,9.9,3.5,1.3,3.1,0,0,0.8,1.2,1,1.5,2.6,0.6,0.2,0.1,0.8,1
Jim McIlvaine,1994,55,9.7,1.7,0.6,1.3,0,0,0.5,0.7,0.7,1.2,1.9,0.2,0.2,1.1,0.3,1
Harold Ellis,1993,49,18.8,8.7,3.2,6,0,0.1,2.2,3,1.9,1.2,3.1,0.6,1.5,0,0.9,0
Darren Morningstar,1993,23,16,4.2,1.7,3.6,0,0,0.8,1.3,1.3,2.2,3.5,0.7,0.6,0.1,0.8,0
Acie Earl,1993,74,15.5,5.5,2,5,0,0,1.5,2.2,1.1,2.2,3.3,0.2,0.3,0.7,1,0
Warren Kidd,1993,68,13,3.6,1.5,2.5,0,0,0.7,1.3,1.1,2.3,3.4,0.3,0.3,0.3,0.7,0
Mike Peplowski,1993,55,12.1,3.2,1.4,2.6,0,0,0.4,0.8,0.9,2.2,3.1,0.4,0.3,0.5,0.6,0
Bob Martin,1993,53,10.1,2.1,0.8,1.7,0,0,0.6,1,0.7,1.5,2.2,0.3,0.1,0.6,0.6,0
Darnell Mee,1993,38,7.5,1.9,0.7,2.3,0.1,0.6,0.3,0.7,0.4,0.5,0.9,0.4,0.4,0.3,0.5,0
Josh Grant,1993,53,7.2,3,1.1,2.8,0.3,1.2,0.4,0.5,0.5,1.2,1.7,0.5,0.3,0.1,0.6,0
Brian Davis,1993,68,5.5,1.9,0.6,1.9,0,0,0.7,1,0.3,0.5,0.8,0.3,0.2,0.1,0.3,0
Anfernee Hardaway,1993,82,36.8,16,6.2,13.3,0.6,2.3,3,4,2.3,3,5.4,6.6,2.3,0.6,3.6,1
Jamal Mashburn,1993,79,36.7,19.2,7.1,17.5,1.1,3.8,3.9,5.5,1.4,3.1,4.5,3.4,1.1,0.2,3.1,1
Nick Van Exel,1993,81,33.3,13.6,5.1,13,1.5,4.5,1.9,2.4,0.6,2.4,2.9,5.8,1.1,0.1,1.8,1
Chris Webber,1993,76,32.1,17.5,7.5,13.6,0,0.2,2.5,4.7,4,5.1,9.1,3.6,1.2,2.2,2.7,1
Vin Baker,1993,82,31.2,13.5,5.3,10.6,0,0.1,2.9,5,3.4,4.2,7.6,2,0.7,1.4,2,1
Isaiah Rider,1993,79,30.6,16.6,6.6,14.1,0.7,1.9,2.7,3.4,1.5,2.5,4,2.6,0.7,0.3,2.8,1
Lindsey Hunter,1993,82,26.5,10.3,4.1,10.9,0.8,2.5,1.3,1.7,0.6,1.7,2.3,4.8,1.5,0.1,2.2,1
Chris Mills,1993,79,25.6,9.4,3.6,8.6,0.5,1.5,1.7,2.2,1.7,3.4,5.1,1.6,0.7,0.6,1.1,1
George Lynch,1993,71,24.8,9.6,4.1,8.1,0,0.1,1.4,2.3,3.1,2.7,5.8,1.4,1.4,0.4,1.2,1
P.J. Brown,1993,79,24.7,5.7,2.1,5.1,0,0.1,1.5,1.9,2.4,3.9,6.2,1.2,0.9,1.2,0.9,1
Calbert Cheaney,1993,65,24.7,12,5,10.7,0,0.4,1.9,2.5,1.4,1.6,2.9,1.9,1,0.1,1.7,1
Bo Outlaw,1993,37,23.5,6.9,2.6,4.5,0,0.1,1.6,2.8,2.2,3.5,5.7,1,1,1,0.8,1
Popeye Jones,1993,81,21.9,5.8,2.4,5,0,0,1,1.3,3.7,3.8,7.5,1.2,0.8,0.4,1.2,1
Antonio Davis,1993,81,21.4,7.7,2.7,5.2,0,0,2.4,3.7,2.3,3.9,6.2,0.7,0.6,1,1.3,1
Allan Houston,1993,79,19.2,8.5,3.4,8.5,0.4,1.5,1.1,1.4,0.2,1.3,1.5,1.3,0.4,0.2,1.3,1
Rodney Rogers,1993,79,17.8,8.1,3,6.9,0.4,1.2,1.6,2.4,1.1,1.7,2.9,1.3,0.8,0.6,1.7,1
Mitchell Butler,1993,75,17.6,6.9,2.8,5.6,0,0.1,1.4,2.4,1.4,1.6,3,1,0.7,0.3,1.2,1
Sam Cassell,1993,66,17,6.7,2.5,5.9,0.4,1.3,1.4,1.6,0.4,1.7,2,2.9,0.9,0.1,1.4,1
Bryon Russell,1993,67,16.7,5,2,4.2,0,0.3,0.9,1.5,0.9,1.8,2.7,0.8,1,0.3,0.8,1
Lucious Harris,1993,77,15.1,5.4,2.1,5,0.1,0.4,1.1,1.5,0.6,1.5,2,1.4,0.6,0.1,1,1
Scott Burrell,1993,51,15,4.8,1.9,4.6,0,0.1,0.9,1.4,0.9,1.7,2.6,1.2,0.7,0.3,0.9,1
Greg Graham,1993,70,12.7,4.8,1.7,4.4,0,0.4,1.3,1.6,0.3,0.9,1.2,0.9,0.9,0.1,0.9,1
Terry Dehere,1993,64,11.9,5.3,2,5.3,0.4,0.9,1,1.3,0.4,0.7,1.1,1.2,0.4,0.1,0.9,1
James Robinson,1993,58,11.6,4.8,1.8,4.9,0.4,1.3,0.8,1.2,0.6,0.8,1.3,1.2,0.5,0.3,0.9,1
Corie Blount,1993,67,10.3,3,1.1,2.6,0,0,0.7,1.1,1.1,1.8,2.9,0.8,0.3,0.5,0.8,1
David Wesley,1993,60,9,3.1,1.1,2.9,0.2,0.8,0.7,0.9,0.2,0.6,0.7,2.1,0.6,0.1,0.9,1
Chris Whitney,1993,40,8.5,1.8,0.6,2.1,0.3,0.8,0.3,0.4,0.1,0.6,0.7,1.3,0.3,0,0.9,1
Rex Walters,1993,48,8,3.4,1.3,2.4,0.3,0.6,0.6,0.7,0.1,0.7,0.8,1.5,0.3,0.1,0.6,1
Ervin Johnson,1993,45,6.2,2.6,1,2.4,0,0,0.6,1,1.1,1.6,2.6,0.2,0.2,0.5,0.5,1
Eric Riley,1993,47,4.7,1.9,0.7,1.5,0,0,0.4,0.8,0.5,0.7,1.3,0.2,0.1,0.2,0.3,1
Richard Dumas,1992,48,27.5,15.8,6.3,12,0,0.1,3.2,4.5,2.1,2.6,4.6,1.3,1.8,0.8,1.9,0
Walter Bond,1992,74,21.3,8,3.1,7.6,0.1,0.6,1.7,2.3,0.7,1.9,2.6,1.6,1,0.2,1.5,0
Andre Spencer,1992,20,21.1,9.4,3.7,8.2,0,0.1,2.1,2.7,1.9,2.2,4.1,1.2,0.8,0.3,1.3,0
Harold Miner,1992,73,18.9,10.3,4,8.4,0,0.1,2.2,2.9,1,1,2,1,0.5,0.1,1.3,0
Byron Houston,1992,79,16.1,5.3,1.8,4.1,0,0.1,1.6,2.5,1.5,2.5,4,0.9,0.6,0.5,1.1,0
Chris Smith,1992,80,15.8,4.3,1.6,3.6,0,0.2,1.2,1.5,0.4,0.8,1.2,2.5,0.6,0.2,0.8,0
Marlon Maxey,1992,43,12.1,5.4,2.2,3.9,0,0,1,1.6,1.5,2.3,3.8,0.3,0.3,0.4,0.9,0
Tony Bennett,1992,75,11.4,3.7,1.5,3.5,0.3,1.1,0.4,0.5,0.2,0.7,0.8,1.8,0.4,0,0.7,0
Duane Cooper,1992,65,9.9,2.4,1,2.4,0.1,0.5,0.4,0.5,0.2,0.6,0.8,2.3,0.3,0,1.1,0
Dave Johnson,1992,42,8.5,3.7,1.4,3.5,0.1,0.3,1,1.4,0.4,0.7,1.1,0.3,0.2,0,0.7,0
Corey Williams,1992,35,6.9,2.3,0.9,2.4,0,0.1,0.5,0.6,0.5,0.3,0.9,0.7,0.1,0.1,0.3,0
Stephen Howard,1992,49,5.3,2.1,0.7,1.9,0,0,0.7,1.1,0.5,0.7,1.2,0.2,0.3,0.2,0.5,0
Randy Woods,1992,41,4.2,1.7,0.6,1.6,0.1,0.3,0.5,0.6,0.1,0.2,0.3,1,0.3,0,0.4,0
Latrell Sprewell,1992,77,35.6,15.4,5.8,12.6,0.9,2.6,2.7,3.7,1,2.5,3.5,3.8,1.6,0.7,2.6,1
Christian Laettner,1992,81,34.9,18.2,6.2,13.1,0,0.5,5.7,6.8,2.1,6.6,8.7,2.8,1.3,1,3.4,1
Tom Gugliotta,1992,81,34.5,14.7,6,14,0.5,1.7,2.2,3.5,2.7,6.9,9.6,3.8,1.6,0.4,2.8,1
LaPhonso Ellis,1992,82,33.5,14.7,5.9,11.7,0,0.2,2.9,3.9,3.3,5.7,9.1,1.8,0.9,1.4,1.9,1
Robert Horry,1992,79,29.5,10.1,4.1,8.6,0.2,0.6,1.8,2.5,1.4,3.5,5,2.4,1,1.1,2,1
Sean Rooks,1992,72,29,13.5,5.1,10.4,0,0,3.3,5.4,2.7,4.7,7.4,1.3,0.5,1.1,2.2,1
Walt Williams,1992,59,28.4,17,6.1,13.9,1,3.2,3.8,5.1,1.9,2.5,4.5,3,1.1,0.5,3,1
Anthony Avent,1992,82,27.9,9.8,4.2,9.8,0,0,1.4,2.1,2.2,4,6.2,1.1,0.7,0.9,1.7,1
Todd Day,1992,71,27.2,13.8,5,11.7,0.8,2.6,3,4.2,2,2.1,4.1,1.6,1.1,0.7,1.7,1
Bryant Stith,1992,39,22.2,8.9,3.2,7.1,0,0.1,2.5,3.1,1,2.2,3.2,1.3,0.6,0.1,1.1,1
Doug Overton,1992,45,22,8.1,3.4,7.2,0.1,0.3,1.3,1.8,0.6,1.8,2.4,3.5,0.7,0.1,1.6,1
Anthony Peeler,1992,77,21.5,10.4,3.9,8.2,0.6,1.5,2.1,2.7,0.8,1.5,2.3,2.2,0.8,0.2,1.6,1
Lloyd Daniels,1992,77,20.4,9.1,3.7,8.4,0.8,2.3,0.9,1.3,1.1,1.7,2.8,1.9,0.5,0.4,1.3,1
Oliver Miller,1992,56,19.1,5.6,2.2,4.6,0,0.1,1.3,1.8,1.3,3.7,4.9,2.1,0.7,1.8,1.9,1
Adam Keefe,1992,82,18.9,6.6,2.3,4.6,0,0,2,2.9,2.1,3.2,5.3,1,0.7,0.2,1.2,1
Lee Mayberry,1992,82,18.3,5.2,2.1,4.6,0.5,1.3,0.5,0.8,0.3,1.1,1.4,3.3,0.7,0.1,1,1
Hubert Davis,1992,50,16.3,5.4,2.2,5,0.1,0.4,0.9,1.1,0.3,0.9,1.1,1.7,0.4,0.1,0.9,1
Brent Price,1992,68,12.6,3.9,1.5,4.1,0.1,0.7,0.8,1,0.4,1.1,1.5,2.3,0.8,0,1.3,1
Litterial Green,1992,52,12,4.5,1.7,3.8,0,0.2,1.2,1.8,0.2,0.4,0.7,2.2,0.4,0.1,0.8,1
Jon Barry,1992,47,11.7,4.4,1.6,4.4,0.4,1.3,0.7,1,0.2,0.7,0.9,1.4,0.7,0.1,0.9,1
Malik Sealy,1992,58,11.6,5.7,2.3,5.5,0.1,0.5,0.9,1.3,1,0.9,1.9,0.8,0.6,0.1,1,1
Matt Geiger,1992,48,11.5,4.5,1.6,3,0,0.1,1.3,1.9,1,1.5,2.5,0.3,0.3,0.4,0.8,1
Don MacLean,1992,62,10.9,6.6,2.5,5.8,0,0.1,1.5,1.8,0.5,1.4,2,0.6,0.2,0.1,0.7,1
Tracy Murray,1992,48,10.3,5.7,2.3,5.4,0.4,1.5,0.7,0.8,0.8,0.9,1.7,0.2,0.2,0.1,0.7,1
Sam Mack,1992,40,6.7,3.6,1.2,3,0.1,0.6,1.1,1.5,0.5,0.8,1.2,0.4,0.3,0.1,0.6,1
Lorenzo Williams,1992,27,6.6,1.3,0.6,1.3,0,0,0.1,0.3,0.6,1.4,2,0.2,0.2,0.6,0.3,1
Elmore Spencer,1992,44,6.4,2.4,1,1.9,0,0,0.4,0.7,0.4,1,1.4,0.2,0.2,0.4,0.6,1
John Crotty,1992,40,6.1,2.6,0.9,1.8,0.1,0.4,0.7,1,0.1,0.3,0.4,1.4,0.3,0,0.8,1
Larry Johnson,1991,82,37.2,19.2,7.5,15.3,0.1,0.3,4.1,5,3.9,7,11,3.6,1,0.6,1.9,0
Steven Smith,1991,61,29.6,12,4.9,10.7,0.7,2,1.6,2.1,1.3,1.8,3.1,4.6,1,0.3,2.5,0
Mike Iuzzolino,1991,52,24.6,9.3,3.1,6.8,1.1,2.6,2.1,2.5,0.5,1.4,1.9,3.7,0.6,0,1.8,0
Paul Graham,1991,78,22,10.1,3.9,8.7,0.7,1.8,1.6,2.2,0.9,2,3,2.2,1.2,0.3,1.2,0
Kevin Lynch,1991,55,14.9,4.1,1.7,4.1,0.1,0.1,0.6,0.8,0.5,1,1.5,1.5,0.7,0.2,0.8,0
Labradford Smith,1991,48,14.8,5.1,2.1,5.1,0,0.4,0.9,1.2,0.6,1.1,1.7,2.1,0.9,0,1.3,0
Chris Corchiani,1991,51,14.5,5,1.5,3.8,0.2,0.7,1.8,2,0.4,1.2,1.5,2.8,0.9,0,1.4,0
Tharon Mayes,1991,24,10.6,4.1,1.3,4.1,0.6,1.7,1,1.5,0.1,0.5,0.7,1.5,0.7,0.1,1.3,0
Greg Sutton,1991,67,9,3.7,1.4,3.6,0.4,1.3,0.5,0.7,0.1,0.6,0.7,1.4,0.4,0.1,1,0
Rodney Monroe,1991,38,8.2,3.4,1.4,3.8,0.2,0.7,0.5,0.6,0.3,0.6,0.9,0.7,0.3,0.1,0.6,0
John Turner,1991,42,8.2,2.8,1,2.3,0,0,0.7,1.4,0.9,1,1.9,0.3,0.1,0.1,0.8,0
Mark Randall,1991,54,8.2,3.2,1.3,2.8,0.1,0.3,0.6,0.8,0.7,0.6,1.3,0.6,0.2,0.1,0.5,0
Sean Green,1991,35,7.3,4,1.8,4.5,0.1,0.3,0.4,0.8,0.6,0.6,1.2,0.6,0.4,0.2,0.8,0
Kevin Brooks,1991,37,7.3,2.8,1.2,2.6,0.1,0.3,0.5,0.6,0.4,0.7,1.1,0.3,0.2,0.1,0.5,0
Doug Lee,1991,46,6.7,2.6,1.1,2.5,0.2,0.8,0.2,0.4,0.4,0.4,0.8,0.5,0.2,0,0.3,0
Corey Crowder,1991,51,6.4,2.2,0.8,2.2,0.3,0.6,0.3,0.4,0.3,0.5,0.8,0.3,0.1,0,0.3,0
Rich King,1991,40,5.3,2.2,0.7,1.8,0,0,0.9,1.1,0.5,0.7,1.2,0.3,0.1,0.1,0.5,0
Stephen Thompson,1991,19,4.8,1.6,0.7,1.9,0,0.1,0.2,0.4,0.6,0.4,1,0.4,0.3,0.2,0.3,0
Charles Thomas,1991,36,4.3,1.3,0.5,1.4,0.1,0.5,0.3,0.4,0.2,0.4,0.6,0.6,0.1,0,0.5,0
Billy Owens,1991,80,31.4,14.3,5.9,11.1,0,0.1,2.6,3.9,3,5,8,2.4,1.1,0.8,2.2,1
Stacey Augmon,1991,82,30.5,13.3,5.4,11,0,0.1,2.6,3.9,2.3,2.8,5.1,2.5,1.5,0.3,2.2,1
Mark Macon,1991,76,30.3,10.6,4.4,11.7,0.1,0.4,1.8,2.4,1.1,1.8,2.9,2.2,2,0.2,2,1
Larry Stewart,1991,76,29.3,10.4,4,7.8,0,0,2.5,3.1,2.4,3.5,5.9,1.6,0.7,0.6,1.5,1
Doug Smith,1991,76,22.5,8.8,3.8,9.2,0,0.1,1.2,1.6,1.7,3.4,5.1,1.7,0.8,0.5,1.3,1
Donald Hodge,1991,51,20.7,8.4,3.2,6.4,0,0,2,2.9,2.3,3.1,5.4,0.8,0.5,0.5,1.5,1
Dale Davis,1991,64,20.3,6.2,2.4,4.4,0,0,1.4,2.4,2.5,3.9,6.4,0.5,0.4,1.2,0.8,1
Stanley Roberts,1991,55,20.3,10.4,4.3,8.1,0,0,1.8,3.6,2.1,4.1,6.1,0.7,0.4,1.5,1.4,1
Terrell Brandon,1991,82,19.6,7.4,3.1,7.3,0,0.3,1.2,1.5,0.6,1.4,2,3.9,1,0.3,1.7,1
Bison Dele,1991,48,18.9,9.1,3.6,6.8,0,0,2,3,2.4,3.3,5.7,0.7,0.8,1.1,1.8,1
Tracy Moore,1991,42,18.6,8.5,3.1,7.7,0.7,2,1.5,1.9,0.7,1.2,2,1.1,0.8,0.1,1.1,1
Greg Anthony,1991,82,18.4,5.5,2,5.3,0.1,0.7,1.4,1.9,0.4,1.3,1.7,3.8,0.7,0.1,1.2,1
Kenny Anderson,1991,64,17,7,2.9,7.5,0,0.2,1.1,1.5,0.6,1.4,2,3.2,1.1,0.1,1.5,1
Victor Alexander,1991,80,16.9,7.4,3,5.7,0,0,1.3,1.9,1.3,2.9,4.2,0.4,0.6,0.8,1.1,1
David Benoit,1991,77,15.1,5.6,2.3,4.9,0,0.2,1.1,1.3,1.4,2.5,3.8,0.4,0.3,0.6,0.9,1
Robert Pack,1991,72,12.4,4.6,1.6,3.8,0,0.1,1.4,1.8,0.4,0.9,1.3,1.9,0.6,0.1,1.3,1
Pete Chilcutt,1991,69,11.8,3.6,1.6,3.6,0,0,0.3,0.4,1.1,1.6,2.7,0.6,0.5,0.3,0.6,1
Chris Gatling,1991,54,11.3,5.7,2.2,3.8,0,0.1,1.3,2,1.4,2,3.4,0.3,0.6,0.7,0.8,1
Eric Murdock,1991,50,9.6,4.1,1.5,3.7,0.1,0.5,0.9,1.2,0.4,0.7,1.1,1.8,0.6,0.1,1,1
Randy Brown,1991,56,9.6,3.4,1.4,3,0,0.1,0.7,1,0.5,0.8,1.2,1.1,0.6,0.2,0.8,1
Elliot Perry,1991,50,8.7,2.5,1,2.6,0,0.1,0.5,0.8,0.3,0.5,0.8,1.6,0.7,0.1,1,1
Marty Conlon,1991,45,8.5,2.7,1.1,2.2,0,0,0.5,0.7,0.7,0.8,1.5,0.3,0.2,0.2,0.6,1
Travis Mays,1990,64,33.5,14.3,4.6,11.3,1.1,3.1,4,5.2,0.8,1.9,2.8,4,1.3,0.2,2.5,0
Dee Brown,1990,82,23.7,8.7,3.5,7.5,0.1,0.4,1.7,1.9,0.5,1.7,2.2,4.2,1,0.2,1.7,0
A.J. English,1990,70,20.6,8.8,3.6,8.2,0,0.4,1.6,2.2,0.9,1.2,2.1,2.5,0.4,0.2,1.6,0
Anthony Cook,1990,58,19.3,5.3,2,4.9,0,0.1,1.2,2.2,2.3,3.3,5.6,0.4,0.6,1.2,0.9,0
Gerald Paddio,1990,70,16.9,7.2,3,7.2,0.1,0.3,1.1,1.3,0.5,1.1,1.7,1.3,0.3,0.1,1,0
Bo Kimble,1990,62,16.2,6.9,2.6,6.7,0.3,1,1.5,1.9,0.7,1.2,1.9,1.2,0.5,0.1,1.2,0
Alec Kessler,1990,78,16.1,6.2,2.6,6,0,0.1,1.1,1.7,1.5,2.8,4.3,0.4,0.2,0.3,1.4,0
Marcus Liberty,1990,76,15.4,6.7,2.8,6.8,0.2,0.8,0.8,1.2,1.5,1.4,2.9,0.8,0.6,0.3,0.9,0
Jerrod Mustaf,1990,62,13.3,4.3,1.7,3.7,0,0,0.9,1.4,0.8,1.9,2.7,0.6,0.2,0.2,1,0
Kevin Pritchard,1990,62,12.5,3.9,1.4,3.7,0.1,0.5,1,1.2,0.3,0.8,1,1.3,0.5,0.1,0.9,0
Gerald Glass,1990,51,11.9,6.9,2.9,6.7,0,0.3,1,1.5,1.1,0.9,2,0.8,0.6,0.2,0.8,0
Brian Oliver,1990,73,11,3.8,1.5,3.7,0.1,0.2,0.7,1,0.2,0.8,1.1,1.2,0.5,0.1,0.7,0
Howard Wright,1990,15,10.9,3.6,1.3,3.1,0,0.1,1.1,1.6,0.8,2.2,3,0.2,0.3,0.3,0.7,0
Tate George,1990,56,10.6,3.4,1.4,3.4,0,0,0.6,0.7,0.3,0.5,0.8,1.9,0.5,0.1,0.8,0
Rick Calloway,1990,64,10.6,3.2,1.2,3,0,0,0.9,1.2,0.4,0.8,1.2,1,0.3,0.1,0.8,0
Andy Toolson,1990,47,10,2.9,1.1,2.6,0.3,0.7,0.5,0.7,0.7,0.7,1.4,0.7,0.3,0,0.5,0
Kennard Winchester,1990,64,9.5,3.7,1.5,3.8,0.1,0.3,0.5,0.7,0.5,0.5,1,0.4,0.3,0.2,0.5,0
Kenny Williams,1990,75,7,2.9,1.2,2.4,0,0,0.5,0.7,0.7,1,1.7,0.4,0.1,0.4,0.6,0
Richard Coffey,1990,52,6.2,1.3,0.5,1.4,0,0,0.2,0.4,0.8,0.7,1.5,0.1,0.1,0.1,0.1,0
Lionel Simmons,1990,79,37.7,18,6.9,16.5,0,0.1,4.1,5.5,2.4,6.4,8.8,4,1.4,1.1,2.9,1
Derrick Coleman,1990,74,35.2,18.4,6.9,14.9,0.2,0.5,4.4,6,3.6,6.6,10.3,2.2,1,1.3,2.9,1
Dennis Scott,1990,82,28.5,15.7,6.1,14.4,1.5,4.1,1.9,2.5,0.8,2.1,2.9,1.6,0.8,0.3,1.6,1
Felton Spencer,1990,81,25.9,7.1,2.4,4.7,0,0,2.2,3.1,3.4,4.6,7.9,0.3,0.6,1.5,0.9,1
Willie Burton,1990,76,25.4,12,4.5,10.2,0.1,0.4,3,3.9,1.5,2,3.4,1.4,0.9,0.3,1.9,1
Kendall Gill,1990,82,23.7,11,4.6,10.2,0,0.2,1.9,2.2,1.3,1.9,3.2,3.7,1.3,0.5,2,1
Duane Causwell,1990,76,22.6,6.9,2.8,5.4,0,0,1.4,2.2,1.9,3.3,5.1,0.9,0.6,1.9,1.3,1
Mahmoud Abdul-Rauf,1990,67,22.5,14.1,6.2,15.1,0.4,1.5,1.3,1.5,0.5,1.3,1.8,3.1,0.8,0.1,1.6,1
Danny Ferry,1990,81,20.5,8.6,3.4,7.9,0.3,1,1.5,1.9,1.2,2.3,3.5,1.8,0.5,0.3,1.5,1
Mario Elie,1990,33,19.5,7.2,2.4,4.8,0.1,0.3,2.3,2.7,1.4,1.9,3.3,1.4,0.6,0.3,0.9,1
Bimbo Coles,1990,82,16.5,4.9,2,4.8,0.1,0.4,0.9,1.2,0.7,1.2,1.9,2.8,0.8,0.1,1.2,1
Loy Vaught,1990,73,16.1,5.5,2.4,4.9,0,0,0.7,1,1.7,3.1,4.8,0.5,0.3,0.3,0.7,1
Tyrone Hill,1990,74,16.1,5.3,2,4,0,0,1.3,2.1,2.1,3.1,5.2,0.3,0.5,0.4,1,1
Terry Mills,1990,55,14.9,5.7,2.4,5.2,0,0.1,0.9,1.2,1.5,2.7,4.2,0.6,0.6,0.5,0.8,1
Henry James,1990,37,13.6,8.1,3,6.9,0.6,1.6,1.4,1.9,0.7,1.4,2.1,0.9,0.4,0.1,1,1
Larry Robinson,1990,36,11.8,3.9,1.7,4.2,0,0,0.4,0.8,0.8,0.6,1.4,1,0.4,0,0.8,1
Jud Buechler,1990,74,11.6,3.1,1.3,3.1,0,0.1,0.6,0.9,0.8,1.1,1.9,0.7,0.5,0.2,0.3,1
Cedric Ceballos,1990,63,11.6,8.2,3.2,6.7,0,0.1,1.7,2.6,1.2,1.2,2.4,0.6,0.3,0.1,1.1,1
Greg Foster,1990,54,11.2,4.4,1.8,3.9,0,0.1,0.8,1.1,1,1.8,2.8,0.7,0.2,0.4,0.8,1
Tony Smith,1990,64,10.9,3.7,1.5,3.4,0,0.1,0.6,0.9,0.4,0.7,1.1,2.1,0.4,0.2,1.1,1
Steve Henson,1990,68,10.1,3.1,1.2,2.8,0.3,0.8,0.6,0.6,0.2,0.5,0.8,1.9,0.5,0,0.6,1
Jayson Williams,1990,52,9.8,3.5,1.4,3.1,0,0,0.7,1.1,0.8,1.3,2.1,0.3,0.2,0.1,0.8,1
Dwayne Schintzius,1990,42,9.5,3.8,1.6,3.7,0,0,0.5,1,0.7,2.2,2.9,0.4,0.1,0.7,0.8,1
Sean Higgins,1990,50,9.3,4.5,1.9,4.2,0.1,0.4,0.6,0.7,0.4,0.9,1.3,0.7,0.2,0,1,1
